#separator:tab
#html:false
#tags column:13
אִימָא	mom		נ	n			אִימָּהוֹת	sing. less formal than אֵם	אימא שלי שוכנת בתל אביב.‏My mother resides in Tel Aviv.			DL::01 DL::Letters1 HfS::0::1 HfS::1::28
סְפָרַדִית	Spanish	lang.	נ	n						ספרדית היא אולי אַחַת מהשָׂפוֹת הקַלּוֹת ביותר בעולם ללְמִידָה.‏Spanish is probably one of the world's easiest languages to learn.	🇪🇸	DL::38 DL::Languages HfS::0::6
עֲרָבִית	Arabic	lang.	נ	n				West / Central Semitic ~720m speakers		אני רוצה שתלמד אותי ערבית.‏I want you to teach me Arabic.בערבית יש אותיות שקשה לבטא.‏In Arabic there are letters that are hard to pronounce.	اَلْعَرَبِيَّةُ‎	DL::38 DL::Languages HfS::0::6
צָרְפָתִית	French	lang.	נ	n					תרגמתי צרפתית בעבר.‏I was a French translator before.		🇫🇷	DL::38 DL::Languages HfS::0::6
שִׁיעוּר	lesson, class;  rate, measure		ז	n	שׁ־ע־ר		שִׁיעוּרִים		איזה שיעורים אתה לוקח?‏What classes are you taking?למד שיעורים מקוונים בחינם מהטלפון.‏Study free online language lessons on your phone.עברו שוב על שיעורים קודמים כדי לשלוט בהם לחלוטין.‏Review old lessons to master them completely.נסו שיעורים קשים יותר כדי לאתגר את עצמכם ולהשתפר מהר יותר.‏Try harder lessons to challenge yourself and improve faster.שיעור מדעscience class	לָלֶכֶת לְשִׁיעוּרִיםto attend classes		DL::32 DL::Education HfS::0::6 שׁ::ע::ר
בְּבַקָשָׁה	please;  you're welcome				ב־ק־שׁ			בַּקָּשָׁהrequest	בבקשה הירגע.‏Please calm down.בבקשה אל תכעס עלי.‏Please don’t be mad at me.בבקשה תעביר לי את השלט.‏Please pass me the remote control.אתה יכול בבקשה להיות בשקט?‏Could you please be quiet?אני רוצה בבקשה לקנות כרטיס.‏I would like to buy a ticket.תקן בבקשה את הטעויות שלי בעברית.‏Please correct my Hebrew mistakes.אתה יכול לבדוק בבקשה את שיעורי הבית שלי?‏Could you please check my homework?תמלא בבקשה את הכתובת, השם, הגיל ומספר הטלפון.‏Please write your address, name, age, and telephone number on the application form.אחרי שדיברנו על התמונה ביחד בבקשה תכתבו את המשפטים שדיברנו עליהם בספר הזה.‏After we talked on the picture together please write the sentences we talked about in this book..תקרא את זה בבקשה, אני רוצה להקליט את הקול שלךRead it please, I want to record your voice.	בבקשה לא לדחוף!‏Please don't push! [not to]תכתוב את השם שלך, בבקשה.‏Write your name [down], please.בבקשה תשלח לי את זה בקרוב.‏Please send it to me soon.		DL::04 DL::Phrases HfS::0::6 ב::ק::שׁ
בּוֹקֶר טוֹב	good morning		ז							בבוקר תמיד אמרתי בוקר טוב לאמא ולאבא.‏I always said good morning to my mon & dad.		HfS::0::6
בָּרוּךְ השֵׁם	Thank God!							"""Blessed is God."""		ברוך השם הכול נִגְמָר יַחֲסִית בשלום.‏Thank goodness everything ended relatively peacefully.		HfS::0::6
בָּרוּךְ הַבָּא	Welcome!		ז	exp			בְּרוּכִים הַבָּאִים	"""blessed the one(s) who come(s)"" pl. also used for sing."		ברוך הבא אל מַעֲגָל הלָקוֹחוֹת הפְּרָטִיִּים שלנו.‏Welcome to our circle of private customers.		DL::04 DL::Phrases HfS::0::6
דְּרִישַׁת שָׁלוֹם	greetings, regards							דְּרִישָׁהdemand [of]		אני שולחת לך דרישת שלום חמה ומְקַווֶּה שתִּמְצָא תמיד אושר ושמחה.‏I send you warm regards, and I hope you find joy and happiness.		HfS::0::6
הַכְּנֶסֶת	the Knesset		נ	n				After כְּנֶסֶת הַגְּדוֹלָה: acc. to the Book of Nehemiah the meetings of 120 sages after the Babylonian captivity (~516 BCE/Second Temple period – ~333 BCE/early Hellenisic one).   Current building (dedicated 1966) in גִּבְעַת רָםOfficers' assembly [abbr.] hill, central Jerusalem		הכנסת דחתה את ההצעה.‏The Knesset rejected the proposal.		DL::65 DL::Politics HfS::0::6
טוֹב	good, well, pleasant, appropriate		ז	a adv	ט־ו־ב		טוֹבִים		"טוב לי.‏I'm good.טוב בשבילך.‏Good for you.טוב שאתה כאן!‏It's good to have you here!טוב לראות אותך!‏Good to see you!אני לא מספיק טוב בשבילך.‏I’m not good enough for you.המעיל הזה נראה טוב עליך.‏That jacket looks nice on you.אתה המורה הכי טוב בעולם!‏You’re the best teacher ever!התמקדו בדברים שאתם טובים בהם.‏Focus on what you are good at.טוב שכן קרוב מאח רחוק (משלי כ""ז, י').‏Better is a neighbor that is near than a brother far off."	טוֹב לִי.‏I'm good.	👍🏼	DL::03 DL::07 DL::AdjectivesIntro DL::Letters3 HfS::0::6 ט::ו::ב
יוֹפִי	Great!, Wonderful!, Beautiful!;  beauty		ז	n interj						.‏סִייַּמְתֶּם? יופי, בּוֹאוּ נַמְשִׁיךְFinished? Good, let's go on.יופי, המונית כָּאן.‏Good, the taxi is here.‏יופי, הָרַסְתָּ לי את היום.‏Great, you have ruined my day.		DL::56 DL::AbstractObjects2 HfS::0::6
מְאוֹד	very;  strength, ability, power;  property, capital		ז	n adv	מ־א־ד				הרוח מאוד חזקה.‏The wind is really strong.אתה לא מאוד חכם.‏You're not very smart.היום מאוד לח וחם.‏Today is very muggy.זה לא מאוד יעיל, הא?‏That's not very efficient, is it?צבעים בהירים מאוד מתאימים לך.‏Light colors really suit you well.בימים שמשיים, חוף הים מלא מאוד באנשים.‏On sunny days, the beach is very crowded.תוצאות הבחינה מגיעות מחר, ואני מאוד חרד לגביהן.‏The exam results are coming out tomorrow, and I'm really anxious about it.חשוב מאוד שרופאים לא יאבדו את העשתונות במקרי חירום.‏It is very important that doctors don't lose control during emergencies.אדם אחד נהרג וכחמישה-עשר נפצעו; כמה מהם פצועים קשה מאוד וקשה.‏One person was killed and 5-10 wounded; some of them seriously and severely injured.	היא חֲסֵרָה לי מאוד.‏I miss her very much.היא בחורה מושכת מאוד.‏She's a very attractive girl.הבן שלך גדל מאוד השנה.‏Your son grew a lot this year.אני עוד זוכר את זה טוב מאוד.‏I still remember it very well.ייתכן מאוד שהוא יאכל אצלנו הערב.‏He'll probably have dinner with us this evening.אני חושש מאוד שלא אוכל לחזור בזמן.‏I'm very much afraid I won't be able to return in time.		DL::24 DL::Adverbs HfS::0::4 HfS::0::6 מ::א::ד
מַה שְׁלוֹמְךָ?	how are you?		ז					"שָׁלוֹם + pronominal affix 2nd p. sing. m. lit. ""what is your well-being/peace"""		"מה שלומך? – חַיִּים!‏How are you? – Getting along! / Just about coping [living]!מה שלומך? – אל תשאל!‏How are you? – Don't ask!כששׁוֹאֲלִים ""מה שלומך?"", עונים ""תודה רבה, מַה שְׁלוֹמְךָ אַתָּה?""‏When [people] ask ""How are you?"", [you should] reply ""Thank you very much, and how are you?"		DL::04 DL::Phrases HfS::0::6
מַה שְׁלוֹמֵךְ?	how are you?		נ					"שָׁלוֹם + pronominal affix 2nd p. sing. f. lit. ""what is your well-being/peace"""		"מה שלומך? – חַיִּים!‏How are you? – Getting along! / Just about coping [living]!מה שלומך? – אל תשאל!‏How are you? – Don't ask!כששׁוֹאֲלִים ""מה שלומך?"", עונים ""תודה רבה, ‏מַה שְׁלוֹמֵךְ אַתְּ?""‏When [people] ask ""How are you?"", [you should] reply ""Thank you very much, and how are you?"		DL::04 DL::Phrases HfS::0::6
עַכְשָׁיו	now			adv				akhsháv	ניסיתי ללמוד, אבל עכשיו אני תקוע.‏I tried to learn it before, but now I am stuck.עכשיו אפריל, אז החודש הבא הוא מאי.‏It is now April so next month will be May.אני צריך ללכת עכשיו.‏ אני צריכה ללכת עכשיו.‏I need to go now.אני נשבע שלא יכולתי לאהוב אותך יותר מאשר עכשיו, אך עם זאת אני יודע שמחר אני אצליח.‏I swear I couldn't love you more than I do right now, and yet I know I will tomorrow.	לא, תודה, לא עכשיו, אני אוכל אחר-כך.‏No, thank you, not now, I'll eat later.		DL::22 DL::DatesAndTime HfS::0::6
עֶרֶב טוֹב	good evening		ז	exp						אני מקווה שהיה לָכֶם ערב טוב.‏I hope everybody had a good evening.		HfS::0::6
אֲבָל	but, however			conj					תודה, אבל אני באמת עייפה.‏Thanks, but I'm really tired.מתנצל, אבל אני לא יוכל להשתתף.‏Apologies, but I will be unable to attend.סליחה אבל אני מוכרח לחלוק על כך.‏I am afraid I have to disagree.ניסיתי ללמוד, אבל עכשיו אני תקוע.‏I tried to learn it before, but now I am stuck.אבל בכלל – כל מוסד החבות זה דבר נפלא.‏But in general – any institution of liability is a wonderful thing..במשחק האהבה יש קח ותן. אבל אתה לקחת הכל!‏This love game is give and take but you took everything!ציפיתי שהוא יאהב את הסרט אבל הוא דווקא לא.‏I expected him to like the movie but he actually didn't.			DL::20 DL::Conjunctions HfS::0::6
אֵיפֹה	where, at what place?			adv				אֵיhere: where + פֹּהhere also הֲיָכָן	אֵיפֹה אַתְּ?‏Where are you?איפה הבית?‏Where is the house?איפה למדת עברית?‏Where did you learn Hebrew?כשתהיה רעב תשאל את הכרטיסן איפה קרון המסעדה.‏When you get hungry ask the conductor where the dining car is located.איפה אני מחליף רכבת לגן החיות התנ״כי בירושלים?‏Where do I change for Jerusalem - Biblical Zoo station?	אֵיפֹה היית?‏Where were you?מְאֵיפֹה אַתָּה?‏Where are you from?אֵיפֹה אַתָּה גָּר?‏Where do you live?		DL::18 DL::Questions HfS::0::6
אֶתְיוֹפְּיָה	Ethiopia		נ	n						אתיופיה היא אחת משתי האוּמּוֹת היְחִידוֹת בעולם שמֵעוֹלָם לא היו תחת כִּיבּוּשׁ.‏Ethiopia is one of only two nations in the world never to have been occupied.	🇪🇹	HfS::0::6
סְפָרַד	Spain		נ	n				"Unknown land from the Book of Obadiah reg. the restauration of Israel: ""the exiles from Jerusalem who are in Sepharad will possess the towns of the Negev"""	פורטוגל גובלת בספרד.‏Portugal borders Spain.מפת ספרדmap of Spain		🇪🇸	DL::33 DL::Travel HfS::0::6
צָרְפַת	France		נ	n				Sarepta, former Phoenician city in modern Lebanon perhaps assigned due to inversion: f-r-ts	הוא צרפתי.‏He is French.הוא מדבר צרפתית.‏He speaks French.תרגמתי צרפתית בעבר.‏I was a French translator before.יש לי מילון אנגלי-צרפתי.‏I have an English-French dictionary.מדינת צרפתcountry of France		🇫🇷	DL::33 DL::Travel HfS::0::6
רוּסְיָה	Russia		נ	n				Proto-Indo-European *h₁reh₁-, “to row”	מפת רוסיהmap of Russia		🇷🇺	DL::33 DL::Travel HfS::0::6
אָדִיס אָבֶּבָּה	Addis Ababa		נ	n				Amharic new flower capital in central Ethiopia, ~3.4m		המוֹרְדִים הִקִּיפוּ את אדיס אבבה וחִיכּוּ לְהִיכָּנֵס.‏The rebels had surrounded Addis Ababa, were waiting to enter.		HfS::0::6
חֵיפָה	Haifa		נ	n				"Northern 🇮🇱 on the slopes of Mount Carmel, 3rd largest city (281k). Dates back to 4000 BCE, as Efa during Roman rule at the 1st c.'s end (perhaps related / conflated with Arabic haifa""nearby"")."	[…] בְּיַחַס לחיפה שהייתה לעיר הנמל הראשית של ישראל.‏[…] compared to Haifa, which became the main port city of Israel.[…] ולכן, גם התפתחותה כעיר היתה איטית בהַשְׁוָואָה לזו של חיפה.‏[…] and therefore, its development as a city has also been slow in comparison with that of Haifa.			DL::70 DL::WelcomeToIsrael HfS::0::6
יָפוֹ	Jaffa		נ	n				Ancient port city, today (46k) southern part of Tel Aviv-Yafo. Already mentioned by Ancient Egyptians ~2000 BCE as Yapu / Ipu, unclear etymology.		בְּמַהֲלַךְ המאה האחרונה היה התפוז לאֶחָד מסָמָלֶיְהָ של יפו.‏During the last century, the orange was a symbol for Jaffa.		HfS::0::6
סַן פְרַנְסִיסְקוֹ	San Francisco		נ	n						סן פרנסיסקו הוא נמל מוּקָּף משלושה צְדָדִים על ידי מים.‏San Francisco is a port surrounded by water on three sides.		HfS::0::6
תֵּל אָבִיב	Tel Aviv		נ	n				mound (settlement remains) [of the] spring Hebrew title of Herzl's Altneuland (Old New Land), taken by the translator from a Mesopotamian site near Babylon (Nippur) mentioned in Ezekiel. Now central-coast Tel Aviv-Jaffa (pop. 440k); roots in 1880s First Aliyah, founded 1909.	אימא שלי שוכנת בתל אביב.‏My mother resides in Tel Aviv.			DL::29 DL::Places HfS::0::6
אוּנִיבֶרסִיטָה	university		נ	n			אוּניברסיטָאוֹת		אני גר קרוב לאוניברסיטה.‏I live near the university.זה חלק מהלימודים שלי באוניברסיטה.‏It's part of my university studies.הוא קיבל מלגה מלאה מאוניברסיטה מפורסמת.‏He received a full scholarship from a famous university.			DL::32 DL::Education HfS::0::6
אֲבוֹקָדוֹ	avocado		ז	n			אֲבוֹקָדִים	"Classical Nahuatl āhuacatl, ""avocado, testicle"""		אבוקדו הוא פרי יִיחוּדִי מאוד שמוּרְכָּב בעִיקָר משׁוּמָּנִים בריאים.‏Avocado is a very unique fruit made up mostly of healthy fats.	🥑	DL::13 DL::Food2 HfS::0::6
בַּנְק	bank		ז	n					בנק ישןold bank		🏦	DL::29 DL::Places HfS::0::6
מוּזיקָה	music		נ	n					אני שומע מוזיקה.‏I hear music.		🎶	HfS::0::6
פָלָאפֶל	falafel		ז	n				Arabic: peppers		"מוּטָב לִצְרוֹךְ מָזוֹן כמו פלאפל, כי הוא מַגִּיעַ מהצוֹמֵחַ.‏It is better to consume foods like falafel because it is a vegetable product. [""… comes from the plant.""]"		DL::70 DL::WelcomeToIsrael HfS::0::6
פּרוֹפֶסוֹר	professor		ז	n			פְּרוֹפֵסוֹרִית		הפרופסור מלמד שיעור.‏The professor is teaching a lesson.הפרופסור הסביר את הדיאגרמה.‏The professor explained the diagram.הסטודנט שואל את הפרופסור שאלה.‏The university student is asking the professor a question.פרופסור למתמטיקהmath professor			DL::32 DL::Education HfS::0::6
קָפֶה	coffee		ז	n			קָפִים	Arabic qahwa (qahiya, 'lack hunger'): said originally to refer to a wine, similarly served, thought to curb appetite.	אני קונה רק קפה סחר הוגן.‏I only buy fair trade coffee.אני אוהב את הריח של קפה בבוקר.‏I love the smell of coffee in the morning.יש בית קפה ליד הבניין של המשרד שלי.‏There is a coffee shop adjacent to my office building.אבל הוא הולך לשתות קפה בעוד חמש דקות.‏But he is going to drink coffee in five minutes.ספל קפה לבןwhite coffee mugקנקן קפה מלאfull coffee potקפה מהאינטרנט קפהInternet café coffeeמכונת קפה אינסטנטinstant coffee machine			DL::08 DL::Food1 HfS::0::6
לָדַעַת	to know	info, how to, …	פָּעַ	v	י־ד־ע		יוֹדֵעַyodeaיוֹדַעַתyoda'atיוֹדְעִיםyod'imיוֹדְעוֹתyod'otיָדַעְתִּיyadatiיָדַעְנוּyadanuיָדַעְתָּyadataיָדַעְתְּyadatיְדַעְתֶּםyeda'atemיְדַעְתֶּןyeda'atenיָדַעyadaיָדְעָהyad'aיָדְעוּyad'uאֵדַעedaנֵדַעnedaתֵּדַעtedaתֵּדְעִיted'iתֵּדְעוּted'uתֵּדַעְנָהtedanaיֵדַעyedaתֵּדַעtedaיֵדְעוּyed'uדַּע!‏da!דְּעִי!‏de'i!דְּעוּ!‏de'u!דַּעְנָה!‏dana!		אני יודעת.‏I know.איש לא יודע.‏No one knows.אני יודע הכל.‏I know everything.אני יודע לשחות.‏I can swim.אף אחד לא יודע.‏No one knows.מה אתה יודע על החברה שלנו?‏What do you know about this company?כפי שאתם יודעים זה לא בעיה.‏As you know, it's not a problem.אם אני יודע מהי אהבה, זה בזכותך.‏If I know what love is, it is because of you.לא ידעתי שלארץ הזאת יש כל כך הרבה ספרות!‏I didn't know this country has so much great literature!	מי יודע, אולי זה כדאי!‏Who knows, maybe it's a good idea [maybe it's worthwhile]!אתה רוצה לדעת את הסוף?‏Do you want to know the ending?אני שמחה לדעת שהוא בריא.‏I'm glad to hear he's keeping well [he’s healthy].‏נוכחתי לדעת שהוא לא מסוגל לזה.‎I realized that he couldn’t do it [not capable of it].		DL::45 DL::Infinitives1 HfS::0::7 י::ד::ע
חֲדָשׁוֹת	news		נ	n	ח־ד־שׁ			pl.	צפה וקרא חדשות בשפה שאתה לומד.‏Watch and read news in the language you're learning.אני מקשר מילים חדשות עם סיפורים, משחקים או סרטים.‏I associate new words with stories, games or movies.האזן למבזק חדשות או לפודקאסט בשפת היעד ולאחר מכן נסה לזהות את נושא הדיווח עוד לפני שתקרא עליו.‏Listen to a news report or a podcast in the target language then try to identify the topic of the report before reading about it.חדשות משודרותbroadcast newsערוץ חדשות בטלוויזיהtelevision news channel	שמעת חדשות הבוקר?‏Have you heard the news this moming?		DL::61 DL::TechnologyAndCommunication HfS::0::7 ח::ד::שׁ
חֵצִי・חֲצִי	half		ז	n	ח־צ־ה		חֲצָאִים	שתים וחצי: 2:30	המחיר הוא חצי יורו.‏The price is half a Euro.תאנה שלמה ושני חצאיםwhole fig and two halves	הכלב בלע את האוכל בחצי דקה!‏The dog gulped down [swallowed] the food in half a minute!		DL::31 DL::Numbers2 HfS::0::7 ח::צ::ה
רֶבַע	quarter	15m	ז	n	ר־ב־ע		רְבָעִים	רֶבַע לְשתים1:45אחת וְרֶבַע1:15רֶבַע אַחֲרֵי שלושquarter past three	היא קונה את הנרות הלבנים בשעה רבע לארבע.‏She buys the white candles at a quarter to four.כשממירים אותם לשברים, שבעים וחמישה אחוזים הופכים לשלושה רבעים.‏When converted into a fraction, seventy-five percent becomes three-fourths.	אתה יכול לחכות רבע שעה?‏Can you wait a quarter of an hour?.הם הלכו מזמן? – לא, לפני רבע שעהDid they leave a long time ago? – No, a quarter of an hour ago.		HfS::0::7 ר::ב::ע
שָׁעָה	hour		נ	n	שׁ־ע־ה		שָׁעוֹת	שָׁעָתָּיִיםtwo hours בְּשָׁעָהo'lock בִּשְׁעַתduring, at the time of, while, in the course of	באיזו שעה אתם פותחים?‏What time do you open?באיזו שעה אתם סוגרים?‏What time do you close?באיזו שעה בערך נסיים?‏Around what time will we be finished?דקות הן 100 שעות 6000.‏6000 minutes equals 100 hours.באיזו שעה הרכבת האחרונה?‏What time is the last train?באיזו שעה יוצא האוטובוס הבא?‏What time is the next bus?באיזו שעה אתה רוצה להפגש מחר?‏What time shall we meet tomorrow?שעות לימוד ארוכות יתישו אתכם ויסתכמו בכישלון.‏Long study hours will burn you out and result in failure.שעה אחתone hourשעות היוםdaytime hoursשעות נוספותovertime hoursשעה מאוחר יותרan hour lateהפרש שעות של שעתייםtwo hour time difference	באִיחוּר שֶׁל שָׁעָתָּיִיםwith two hours' delay [2h late]חֶצִי שָׁעָה אַחֲרֵיhalf pastאולי הוא נֶחְתַּךְ בבוקר בִּשְׁעַת גילוח.‏Maybe he cut himself shaving in the morning	🕒	DL::22 DL::DatesAndTime HfS::0::7 שׁ::ע::ה
שָׁעוֹן	clock, watch, meter, gauge		ז	n			שְׁעוֹנִים	שָׁעָה‏ +‎ ־ון‏ (here: tool)	שעון היד אינו זול.‏The wrist watch is not cheap.שעון הקיר תלוי על הקיר.‏The wall clock is hanging on the wall.שעון יד הינו פריט לבוש נוח.‏A wristwatch is a convenient item to wear.לתלות שעון קירhang a wall clock	הפלתי את השעון שלי.‏I dropped my watch.פעם אחרת אני אסתכל בשעון.‏Next time I'll look at the clock.השעון שלי מפגר בחמש דקות.‏My watch is five minutes slow.השעון המעורר לא צלצל, שכחתי למתוח אותו.‏The alarm clock didn't ring, I forgot to wind it up.נוֹגַהּ הוא כוכב הלכת היחיד שמִסְתּוֹבֵב עם כִּיוּוּן השָׁעוֹן.‏Venus is the only planet that moves clock wise. [… turns around with the direction fo the clock.]	🕒⏰	DL::35 DL::Objects HfS::0::7
שֶׁקֶט	silence, quiet;  serenity, peace		ז	n	שׁ־ק־ט			with a sense of tranquility/calm	תהיה בשקט.‏Be quiet.אתה יכול בבקשה להיות בשקט?‏Could you please be quiet?צפה בשיחות וחזור בשקט על מה ששמעת.‏Watch conversations and silently repeat what you heard.חזור על שורה אחת מעניינת בשפת היעד בשקט או בקול רם.‏Repeat one interesting line in the target language silently or out loud.			HfS::0::7 שׁ::ק::ט
אַז	then, next, at that time;  thus, therefore			adv pron				colloq.: so/then (what/anyway)	אז מה?‏So what?אז אתה לא הולך?‏Won't you go?עכשיו אפריל, אז החודש הבא הוא מאי.‏It is now April, so next month will be May.כולם מדברים אנגלית, אז בשביל מה לטרוח?‏Everyone speaks English, so why bother?העיר היתה אז במָצוֹר; היה חוסר במָזוֹן ובמים.‏The city was under siege; food & water were lacking.	מה הוא ענה לך אז?‏What reply did he give you at the time? [What did he reply to you then?]אז תִּתְכּוֹנֵן כבר עכשיו!‏So start preparing [prepare already] now!אז התלבשתי מהר ויצאתי.‏So I got dressed quickly and went out.אז התגלתה כוונתו האמיתית.‏Then his real intention became clear [was revealed].מה שחסר לי אז, חסר לי גם היום.‏What I lacked then, I still lack today.		HfS::0::7
אֵיזֶה מַזָּל!	What luck!							מַזָּלfortune, fate, luck		איזה מזל שהיה בלילה ולא היה שם אף אחד.‏Fortunately, it was late at night and no one was there.		HfS::0::7
מַה הַשָּׁעָה?	What time is it?							What['s] the hour?	מַה הַשָּׁעָה עַכְשָׁיו?‏What time is it now?			HfS::0::7
אַחַת	1		נ	"#"	י־ח־ד			"#1, exactly one, an/this, pronoun Exception among numbers: object placed before אַחַת"	אחת מהסתימות שלי נפלה.‏One of my fillings has come out.מעלית אחת עולה ומעלית אחת יורדת.‏One elevator is going up, and one elevator is going down.לקח לי רק שנה אחת על מנת להפוך לרהוט.‏It took me only one year to become fluent.המשפחה היא אחת מיצירות המופת של הטבע.‏The family is one of nature's masterpieces.אי-אפשר להבין שפה אחת בלי להבין לפחות שתיים.‏You can never understand one language until you understand at least two.חזור על שורה אחת מעניינת בשפת היעד בשקט או בקול רם.‏Repeat one interesting line in the target language silently or out loud.אני לומד על השורשים של מילים ואיך מילים שונות קשורות אחת לשניה.‏I learn about the roots of words and how different words are related to each other.אחת נקודה אפס שלושone point zero three	בַּת אַחַתone daughterמוּתָּר לי לשאול שאלה אחת?‏May I ask one question?	1️⃣	DL::17 DL::Numbers2 HfS::0::7 י::ח::ד
שְׁתַיִים	2		נ	"#"				Exception: construct form used before counted objects: (but not for higher numbers ending in two)	המספר שתיים הוא המספר האהוב עלי.‏The number two is my favorite number.הוא אוכל את האוכל בשעה שתיים עשרה וחצי.‏He eats the food at twelve thirty.אבל בערב כבר לא היינו על שתיים, אלא על ארבע.‏We no longer walked on two feet but on all fours.	שְׁתֵי בָּנוֹתtwo daughtersעֶשְׂרִים וְשְׁתַיִים שָׁעוֹת22 hours	2️⃣	DL::17 DL::Numbers HfS::0::7
שָׁלוֹשׁ	3		נ	"#"					אני הולך לשבת ליד השולחן בעוד שלוש דקות.‏I'm going to sit at the table in three minutes.אני אדבר עברית כמו דובר שפת אם תוך שלוש שנים.‏I’ll speak Hebrew like a native speaker in 3 years.אדבר על עצמי בעברית במשך שלוש דקות בפני חבריי הישראלים.‏I'll give a 3 minute introductory speech in Hebrew to my Israeli friends.העיר הקדושה טומנת בחובה היסטוריה ואנדרטאות החשובות עבור שלוש דתות גדולות—האיסלאם, הנצרות והיהדות.‏Holy city fraught with history and important monuments for three great religions - Islam, Christianity and Judaism.שלוש מעלותthree degrees		3️⃣	DL::17 DL::Numbers HfS::0::7
אַרְבַּע	4		נ	"#"					היא טבחית במסעדת ארבע כוכבים.‏She is a cook at a four-star restaurant.אם מחלקים ארבע עשרה בשלוש, התוצאה היא ארבע עם שארית של שתיים.‏If you divide fourteen by three, the quotient is four with a remainder of two.ארבע מעלותfour degreesארבעת אלפים ארבע מאות וארבעים חייליםfour thousand four hundred forty soldiers	הס מנגנים ביחד, בארבע ידייס.‏They play duets together [… together with four hands].קודם הייתי סוגר את החנות בארבע.‏In the past I used to close the shop at four o'clock.	4️⃣	DL::17 DL::Numbers HfS::0::7
חָמֵשׁ	5		נ	"#"					חמש ועוד חמש שווה עשר.‏Five plus five equals ten.בית הדואר פתוח עד חמש בערב.‏The post office is open until 5PM.איפה אתה רואה את עצמך עוד חמש שנים?‏Where do you see yourself in 5 years?ואני הולך לשדה התעופה בעוד חמש דקות.‏And I'm going to the airport in five minutes.	קָבַעְתִּי לוֹ פְּגִישָׁה בחמש.‏I made [set] an appointment for him at five.	5️⃣	DL::17 DL::Numbers HfS::0::7
שֵׁשׁ	6		נ	n					שש בבוקר‏6 o'clock a.m.לנמלים יש שש רגליים.‏Ants have six legs.למקק שש רגליים, כנפיים ומחושים.‏A cockroach has six legs, wings and antennae.שש מעלותsix degrees		6️⃣	DL::17 DL::Numbers HfS::0::7
שֶׁבַע	7		נ	"#"					אני בן עשרים ושבע.‏I'm 27 years old.אנו אוכלים ארוחת ערב בכל לילה בשבע בדיוק.‏We have dinner at seven o'clock sharp each night.המספרים אחת-עשרה ושבע-עשרה, שניהם מספרים ראשוניים.‏The numbers 11 and 17 are both prime numbers.מספר שיבעים ושבעnumber seventy-seven	כל יום אני קם בשבע, אבל אתמול קמתי בטש.‏Every day I get up at seven o'clock, but yesterday I got up at six.התחלתי לעבוד בשבע, המשכתי אחרי הצהריים והפסקתי בארבע בדיוק.‏I started working at seven, continued in the afternoon and stopped at four o'clock sharp.	7️⃣	DL::17 DL::Numbers HfS::0::7
שְׁמוֹנֶה	8		נ	"#"					היא בת שמונה שנים.‏She is eight.לתמנון יש שמונה זרועות.‏An octopus has eight arms.הגיל שלה הוא שמונה שנים.‏She is eight.המספר שמונה הוא דוגמה למספר זוגי.‏The number 8 is an example of an even number.‏… ‏שאלה דפנה, שהָיְתָה רק בת שמונה …‏… Daphne asked, who was only eight …שמונה מעלותeight degrees		8️⃣	DL::17 DL::Numbers HfS::0::7
תֵשַׁע	9		נ	"#"					תשע וחציhalf past nineתשע מעלותnine degrees	הטקס יתחיל בתשע.‏The ceremony begins [will begin] at nine [o'clock].אל תעיר אותי לפני תשע.‏Don't wake me before nine o'clock.איחרתי לאוטובוס של תשע.‏I missed the nine o'clock bus.	9️⃣	DL::17 DL::Numbers HfS::0::7
עֶשֶׂר	10		נ	"#"					הסיר הזה הוא בן עשר שנים.‏That pot is ten years old.אני כבר לומד עברית עשר שנים.‏I've been learning Hebrew for 10 years.אכתוב עשר גלויות בעברית לחברים הישראלים שלי.‏I'll write 10 postcards in Hebrew to my Israeli friends.עשר מעלותten degrees	הלכתי לישון בעשר.‏I went to bed at ten o'clock.אתה צריך להיות פה לפני עשר.‏You've got to be here before ten o'clock.הוא עלה ארצה לפני עשר שנים.‏He immigrated [ascended] to Israel ten years ago.החבר שלך חיכה לף עד עשר והלך.‏Your friend waited for you until ten and then left.הילדים רבים ומשלימים עשר פעמים כל יום.‏Children fight and make up ten times every day.	🔟	DL::17 DL::Numbers HfS::0::7
אַחַד עָשָׂר	11		ז	"#"				אֶחָד1		בגִּיל אחד עשר חוֹדָשִׁים התִּינוֹק יותר ויותר עַצְמָאִי.‏At eleven months the baby is more & more independent.		DL::17 DL::Numbers HfS::0::7
שְׁתֵים עֶשְרֵה	12		נ	"#"					אחי בן השתים עשרה לומד בחטיבת ביניים.‏My twelve-year-old brother goes to middle school.			DL::17 DL::Numbers HfS::0::7
סוֹנָטָה	sonata		נ	n				Latin sonāreto make sound		במוּנָּחִים של צורה, הבלדה מוּרְכֶּבֶת פחות מֵאֲשֶׁר סונטה.‏In terms of form, the ballad is less complex than the sonnet.		HfS::0::7
סִינִית	Chinese	lang.	נ						משמעות של האות הסינית למילה דאו היא כביש או דרך.‏The Chinese character for the word dao means road or way.		🇨🇳	DL::38 DL::Languages HfS::0::7
סֶנְדְוִויץ׳	sandwich		ז	n						אֲפִילּוּ סנדוויץ הָיִיתִי צריכה לְהָכִין בזְהִירוּת.‏Even sandwiches have to be prepared with care.	🥪	HfS::0::7
