id,eng_text,heb_word,match_word,match_word_def,Levensht
L011.S03,"There's filter coffee, unfiltered coffee, Turkish coffee, milky coffee, and instant coffee.",פִילטֶר,לִיטֶר,liter,2
L011.S03,"There's filter coffee, unfiltered coffee, Turkish coffee, milky coffee, and instant coffee.",פִילטֶר,אִיּוּר,illustration,4
L011.S03,"There's filter coffee, unfiltered coffee, Turkish coffee, milky coffee, and instant coffee.",קָפֶה,קָפֶה,coffee,0
L011.S03,"There's filter coffee, unfiltered coffee, Turkish coffee, milky coffee, and instant coffee.",קָפֶה,יָפֶה,"beautiful, pleasant, pretty; nice, fine, well",1
L011.S03,"There's filter coffee, unfiltered coffee, Turkish coffee, milky coffee, and instant coffee.",בּוֹץ,בּוֹס,boss,1
L011.S03,"There's filter coffee, unfiltered coffee, Turkish coffee, milky coffee, and instant coffee.",בּוֹץ,בּוּל,"stamp, postage",2
L011.S03,"There's filter coffee, unfiltered coffee, Turkish coffee, milky coffee, and instant coffee.",קָפֶה,קָפֶה,coffee,0
L011.S03,"There's filter coffee, unfiltered coffee, Turkish coffee, milky coffee, and instant coffee.",קָפֶה,יָפֶה,"beautiful, pleasant, pretty; nice, fine, well",1
L011.S03,"There's filter coffee, unfiltered coffee, Turkish coffee, milky coffee, and instant coffee.",טוּרקִי,טוּרְקִי,Turkish,1
L011.S03,"There's filter coffee, unfiltered coffee, Turkish coffee, milky coffee, and instant coffee.",טוּרקִי,חוּקִּי,"legal, lawful",3
L011.S03,"There's filter coffee, unfiltered coffee, Turkish coffee, milky coffee, and instant coffee.",קָפֶה,קָפֶה,coffee,0
L011.S03,"There's filter coffee, unfiltered coffee, Turkish coffee, milky coffee, and instant coffee.",קָפֶה,יָפֶה,"beautiful, pleasant, pretty; nice, fine, well",1
L011.S03,"There's filter coffee, unfiltered coffee, Turkish coffee, milky coffee, and instant coffee.",הָפוּך,הָפוּךְ,"reversed, backward; upside down, inverted, opposite; in disarray",1
L011.S03,"There's filter coffee, unfiltered coffee, Turkish coffee, milky coffee, and instant coffee.",הָפוּך,צָפוּי,"expected, anticipated, supposed (pass.)",2
L011.S03,"There's filter coffee, unfiltered coffee, Turkish coffee, milky coffee, and instant coffee.",וְנֵס,נֵס,"miracle, wonder",2
L011.S03,"There's filter coffee, unfiltered coffee, Turkish coffee, milky coffee, and instant coffee.",וְנֵס,זְאֵב,wolf,3
L011.S03,"There's filter coffee, unfiltered coffee, Turkish coffee, milky coffee, and instant coffee.",קָפֶה,קָפֶה,coffee,0
L011.S03,"There's filter coffee, unfiltered coffee, Turkish coffee, milky coffee, and instant coffee.",קָפֶה,יָפֶה,"beautiful, pleasant, pretty; nice, fine, well",1
L011.S04,With sugar or sweetener?,סוּכָּר,סוּכָּר,sugar,2
L011.S04,With sugar or sweetener?,סוּכָּר,מוּזָר,"strange, weird",3
L011.S04,With sugar or sweetener?,אוֹ,אוֹ,"or, either",0
L011.S04,With sugar or sweetener?,אוֹ,אוֹר,light; lamp,1
L011.S04,With sugar or sweetener?,סוּכּרָזִית,אוּכְמָנִית,blueberry,4
L011.S04,With sugar or sweetener?,סוּכּרָזִית,בְּרָזִיל,Brazil,5
L011.S05,And you (f pl)?,וְאַתֶן,אַתֶן,you (pl.),2
L011.S05,And you (f pl)?,וְאַתֶן,אַתֶם,"you, ""you guys"" (pl.)",3
L011.S06,We're drinking orange juice.,אֲנַחנוּ,אֲנַחְנוּ,we,1
L011.S06,We're drinking orange juice.,אֲנַחנוּ,אֲפִילוּ,even,4
L011.S06,We're drinking orange juice.,שׁוֹתוֹת,שׁוֹתוֹת,"drink (f, p)",0
L011.S06,We're drinking orange juice.,שׁוֹתוֹת,רוֹאוֹת,"see (f, p)",3
L011.S06,We're drinking orange juice.,מִיץ,מִיץ,juice,0
L011.S06,We're drinking orange juice.,מִיץ,מִי,who?,1
L011.S06,We're drinking orange juice.,תַפּוּזִים,מַפּוּחִית,harmonica,3
L011.S06,We're drinking orange juice.,תַפּוּזִים,פּוּרִים,Purim,3
L012.N12,Twelfth lesson,שִׁעוּר,שִׁיעוּר,"lesson, class; rate, measure",1
L012.N12,Twelfth lesson,שִׁעוּר,שָׁבוּר,"broken, fractured; depressed, despondent",2
L012.N12,Twelfth lesson,שׁתֵים,שֵׁם,(first) name,3
L012.N12,Twelfth lesson,שׁתֵים,שָׁלֵם,"complete, entire, whole",3
L012.N12,Twelfth lesson,עֶשׂרֵה,עֶזְרָה,"assistance, help",3
L012.N12,Twelfth lesson,עֶשׂרֵה,עֶשֶׂר,ten,3
L012.S00,Shopping,קנִיוֹת,קַנְיוֹן,shopping mall; canyon,3
L012.S00,Shopping,קנִיוֹת,אָחוֹת,sister; nurse,4
L012.S01,Oof! I am tired.,אוּף,אוֹ,"or, either",2
L012.S01,Oof! I am tired.,אוּף,אוֹר,light; lamp,2
L012.S01,Oof! I am tired.,אֲנִי,אֲנִי,"I, ego",0
L012.S01,Oof! I am tired.,אֲנִי,אִי,island,2
L012.S01,Oof! I am tired.,עָיֵף,עָיֵיף,tired,1
L012.S01,Oof! I am tired.,עָיֵף,עָנָף,branch,2
L012.S02,Why?,לָמָה,לָמָה,why?,0
L012.S02,Why?,לָמָה,רָמָה,"level, standard; hilly region, highlands; barometric high",1
L012.S03,The mall is tiring.,הַקַניוֹן,קַנְיוֹן,shopping mall; canyon,3
L012.S03,The mall is tiring.,הַקַניוֹן,הֵירָיוֹן,pregnancy,4
L012.S03,The mall is tiring.,מְעַיֵף,מְאַחֵל,"wishes (m, s)",3
L012.S03,The mall is tiring.,מְעַיֵף,מְאַחֵר,"is running late (m, s)",3
L012.S04,What are you (m s) buying?,מַה,מַה,"what? how much, why, how",0
L012.S04,What are you (m s) buying?,מַה,מַס,"tax, fee",1
L012.S04,What are you (m s) buying?,אַתָה,אַתָה,you,0
L012.S04,What are you (m s) buying?,אַתָה,אֲתָר,site,2
L012.S04,What are you (m s) buying?,קוֹנֶה,עוֹנֶה,"answers (m, s)",1
L012.S04,What are you (m s) buying?,קוֹנֶה,קוֹנֶה²,buyer,1
L012.S05,I'm not buying,אֲנִי,אֲנִי,"I, ego",0
L012.S05,I'm not buying,אֲנִי,אִי,island,2
L012.S05,I'm not buying,לֹא,לֹא,"no, not",0
L012.S05,I'm not buying,לֹא,א,Alef,2
L012.S05,I'm not buying,קוֹנֶה,עוֹנֶה,"answers (m, s)",1
L012.S05,I'm not buying,קוֹנֶה,קוֹנֶה²,buyer,1
L012.S05,I'm not buying,אֲבָל,אֲבָל,"but, however",0
L012.S05,I'm not buying,אֲבָל,חֲבָל,pity,1
L012.S05,I'm not buying,אִשׁתִי,אִיתִּי,with me,3
L012.S05,I'm not buying,אִשׁתִי,רִשְׁמִי,official,3
L012.S05,I'm not buying,קוֹנָה,יוֹנָה,"pigeon, dove",1
L012.S05,I'm not buying,קוֹנָה,עוֹנָה,season,1
L012.S05,I'm not buying,וְהִיא,הִיא,she,2
L012.S05,I'm not buying,וְהִיא,זָהִיר,"careful, cautious",3
L012.S05,I'm not buying,לֹא,לֹא,"no, not",0
L012.S05,I'm not buying,לֹא,א,Alef,2
L012.S05,I'm not buying,עֲיֵפָה,הֲצָפָה,flooding,3
L012.S05,I'm not buying,עֲיֵפָה,חֵיפָה,Haifa,3
L013.N13,Thirteenth lesson,שִׁעוּר,שִׁיעוּר,"lesson, class; rate, measure",1
L013.N13,Thirteenth lesson,שִׁעוּר,שָׁבוּר,"broken, fractured; depressed, despondent",2
L013.N13,Thirteenth lesson,שׁלוֹשׁ,שָׁלוֹשׁ,three,1
L013.N13,Thirteenth lesson,שׁלוֹשׁ,קָדוֹשׁ,"holy, saint",3
L013.N13,Thirteenth lesson,עֶשׂרֵה,עֶזְרָה,"assistance, help",3
L013.N13,Thirteenth lesson,עֶשׂרֵה,עֶשֶׂר,ten,3
L013.S00,Chit-chat (two ways to say),פִּטפּוּט,אִיפּוּר,"makeup, cosmetics",4
L013.S00,Chit-chat (two ways to say),פִּטפּוּט,בִּיגּוּד,clothing,4
L013.S00,Chit-chat (two ways to say),פִּטפּוּטִים,פּוּרִים,Purim,5
L013.S01,Where are Dan and Joseph?,אֵיפֹה,אֵיפֹה,"where, at what place?",0
L013.S01,Where are Dan and Joseph?,אֵיפֹה,אֵיזֶה,Which? ‎What?,2
L013.S01,Where are Dan and Joseph?,דָן,אָח,"brother, fellow; male nurse",2
L013.S01,Where are Dan and Joseph?,דָן,ד,Dalet,2
L013.S01,Where are Dan and Joseph?,וְיוֹסֵף,מְתוֹפֵף,drummer,3
L013.S01,Where are Dan and Joseph?,וְיוֹסֵף,קְיוֹסְק,kiosk,3
L013.S02,They (m) are talking on a cordless (wireless) phone.,הֵם,הֵם,they,0
L013.S02,They (m) are talking on a cordless (wireless) phone.,הֵם,אֵם,"mother, matriarch",1
L013.S02,They (m) are talking on a cordless (wireless) phone.,מְדַבּרִים,לְהַחֲרִים,to boycott; to confiscate,4
L013.S02,They (m) are talking on a cordless (wireless) phone.,מְדַבּרִים,בְּרִית,"covenant, alliance",5
L013.S02,They (m) are talking on a cordless (wireless) phone.,בְּטֶלֶפוֹן,טֶלֶפוֹן,telephone,3
L013.S02,They (m) are talking on a cordless (wireless) phone.,בְּטֶלֶפוֹן,פָּטֶפוֹן,"gramophone, record player",4
L013.S02,They (m) are talking on a cordless (wireless) phone.,אַלחוּטִי,אַלְחוּטִי,"wireless, cordless",1
L013.S02,They (m) are talking on a cordless (wireless) phone.,אַלחוּטִי,אַלּוּף,champion; general (military),4
L013.S03,Where are Leah and Sarah?,אֵיפֹה,אֵיפֹה,"where, at what place?",0
L013.S03,Where are Leah and Sarah?,אֵיפֹה,אֵיזֶה,Which? ‎What?,2
L013.S03,Where are Leah and Sarah?,לֵאָה,מֵאָה,"one hundred, century",1
L013.S03,Where are Leah and Sarah?,לֵאָה,לְאָן,"where to, to what place?",2
L013.S03,Where are Leah and Sarah?,וְשָׂרָה,מְעָרָה,cave[rn],3
L013.S03,Where are Leah and Sarah?,וְשָׂרָה,נְשָׁמָה,soul; essence (flowery),3
L013.S04,They (f pl) are speaking on a mobile phone.,הֵן,הֵן,they,0
L013.S04,They (f pl) are speaking on a mobile phone.,הֵן,הֵד,"echo, reverberation; response, reply, feedback",1
L013.S04,They (f pl) are speaking on a mobile phone.,מְדַבּרוֹת,לְכַבּוֹת,"to turn off (light, machine); to extinguish",3
L013.S04,They (f pl) are speaking on a mobile phone.,מְדַבּרוֹת,לְבַלּוֹת,"to have a good time, enjoy life; to spend time",4
L013.S04,They (f pl) are speaking on a mobile phone.,בְּטֶלֶפוֹן,טֶלֶפוֹן,telephone,3
L013.S04,They (f pl) are speaking on a mobile phone.,בְּטֶלֶפוֹן,פָּטֶפוֹן,"gramophone, record player",4
L013.S04,They (f pl) are speaking on a mobile phone.,נַיָד,יָד,"arm, hand[le]",2
L013.S04,They (f pl) are speaking on a mobile phone.,נַיָד,צַיִד,hunt[ing]; game,2
L013.S05,I want a telephone,גַם,גַּם,"also, too, further, additionally; even (though, if), despite that",1
L013.S05,I want a telephone,גַם,חַם,hot,1
L013.S05,I want a telephone,אֲנִי,אֲנִי,"I, ego",0
L013.S05,I want a telephone,אֲנִי,אִי,island,2
L013.S05,I want a telephone,רוֹצָה,רוֹצָה,"wants (f, s)",0
L013.S05,I want a telephone,רוֹצָה,רוֹאָה,"sees (f, s)",1
L013.S05,I want a telephone,טֶלֶפוֹן,טֶלֶפוֹן,telephone,0
L013.S05,I want a telephone,טֶלֶפוֹן,טֵלֵפוֹן,[tele]phone,2
L013.S06,No problem.  There is a hands-free set in the car.,אֵין,אֵין,there isn't / aren't,0
L013.S06,No problem.  There is a hands-free set in the car.,אֵין,אֵיך,how?,1
L013.S06,No problem.  There is a hands-free set in the car.,בְּעָיָה,בְּעָיָה,problem,0
L013.S06,No problem.  There is a hands-free set in the car.,בְּעָיָה,בְּעִיטָה,"kick; spurning, rejection",2
L013.S06,No problem.  There is a hands-free set in the car.,יֵשׁ,יֵשׁ,"there is/are/exist; existence, Being, entity",0
L013.S06,No problem.  There is a hands-free set in the car.,יֵשׁ,אֵשׁ,"fire, flame",1
L013.S06,No problem.  There is a hands-free set in the car.,דִבּוּרִית,צִיבּוּרִי,public,3
L013.S06,No problem.  There is a hands-free set in the car.,דִבּוּרִית,בְּרִית,"covenant, alliance",4
L013.S06,No problem.  There is a hands-free set in the car.,בַּמְכוֹנִית,מְכוֹנִית,car,3
L013.S06,No problem.  There is a hands-free set in the car.,בַּמְכוֹנִית,מְקוֹרִית,original,5
L014.N14,Forteenth lesson,שִׁעוּר,שִׁיעוּר,"lesson, class; rate, measure",1
L014.N14,Forteenth lesson,שִׁעוּר,שָׁבוּר,"broken, fractured; depressed, despondent",2
L014.N14,Forteenth lesson,אַרבָּע,אַרְבַּע,four,3
L014.N14,Forteenth lesson,אַרבָּע,אַרְנָב,"rabbit, bunny, hare",3
L014.N14,Forteenth lesson,עֶשׂרֵה,עֶזְרָה,"assistance, help",3
L014.N14,Forteenth lesson,עֶשׂרֵה,עֶשֶׂר,ten,3
L014.S03,Are you (m s) also in the mall?,גַם,גַּם,"also, too, further, additionally; even (though, if), despite that",1
L014.S03,Are you (m s) also in the mall?,גַם,חַם,hot,1
L014.S03,Are you (m s) also in the mall?,אַתָה,אַתָה,you,0
L014.S03,Are you (m s) also in the mall?,אַתָה,אֲתָר,site,2
L014.S03,Are you (m s) also in the mall?,בַּקַניוֹן,בְּקַלּוֹת,easily,4
L014.S03,Are you (m s) also in the mall?,בַּקַניוֹן,קַנְיוֹן,shopping mall; canyon,4
L014.S04,I am buying a computer for my son and daughter.,אֲנִי,אֲנִי,"I, ego",0
L014.S04,I am buying a computer for my son and daughter.,אֲנִי,אִי,island,2
L014.S04,I am buying a computer for my son and daughter.,קוֹנֶה,עוֹנֶה,"answers (m, s)",1
L014.S04,I am buying a computer for my son and daughter.,קוֹנֶה,קוֹנֶה²,buyer,1
L014.S04,I am buying a computer for my son and daughter.,מַחשֵׁב,מַחְשֵׁב,computer,1
L014.S04,I am buying a computer for my son and daughter.,מַחשֵׁב,חוֹשֵׁב,"thinks (m, s)",3
L014.S04,I am buying a computer for my son and daughter.,לַבֵּן,גַּן,"garden, park",3
L014.S04,I am buying a computer for my son and daughter.,לַבֵּן,לָבָן,white,3
L014.S04,I am buying a computer for my son and daughter.,וְלַבַּת,בַּת,"daughter, girl",4
L014.S04,I am buying a computer for my son and daughter.,וְלַבַּת,יְדַבֵּר,"will speak/talk (3rd, m, s)",4
L014.S05,I am buying (f) a mobile phone.,אֲנִי,אֲנִי,"I, ego",0
L014.S05,I am buying (f) a mobile phone.,אֲנִי,אִי,island,2
L014.S05,I am buying (f) a mobile phone.,קוֹנָה,יוֹנָה,"pigeon, dove",1
L014.S05,I am buying (f) a mobile phone.,קוֹנָה,עוֹנָה,season,1
L014.S05,I am buying (f) a mobile phone.,טֶלֶפוֹן,טֶלֶפוֹן,telephone,0
L014.S05,I am buying (f) a mobile phone.,טֶלֶפוֹן,טֵלֵפוֹן,[tele]phone,2
L014.S05,I am buying (f) a mobile phone.,נַיָד,יָד,"arm, hand[le]",2
L014.S05,I am buying (f) a mobile phone.,נַיָד,צַיִד,hunt[ing]; game,2
L014.S06,"Boris, do you speak Hebrew?",בּוֹרִיס,בּוֹנוּס,bonus,3
L014.S06,"Boris, do you speak Hebrew?",בּוֹרִיס,בּוֹס,boss,3
L014.S06,"Boris, do you speak Hebrew?",אַתָה,אַתָה,you,0
L014.S06,"Boris, do you speak Hebrew?",אַתָה,אֲתָר,site,2
L014.S06,"Boris, do you speak Hebrew?",מְדַבֵּר,יְדַבֵּר,"will speak/talk (3rd, m, s)",1
L014.S06,"Boris, do you speak Hebrew?",מְדַבֵּר,לְדַבֵּר,"to speak, talk",1
L014.S06,"Boris, do you speak Hebrew?",עִברִית,עִבְרִית,Hebrew,1
L014.S06,"Boris, do you speak Hebrew?",עִברִית,אִירִית,Irish / Gaelic (lang.),2
L014.S07,Ulpan Hebrew,עִברִית,עִבְרִית,Hebrew,1
L014.S07,Ulpan Hebrew,עִברִית,אִירִית,Irish / Gaelic (lang.),2
L014.S07,Ulpan Hebrew,שֶׁל,שֶׁל,"of, belonging to, owned by",0
L014.S07,Ulpan Hebrew,שֶׁל,שֶׁף,"chef, chief cook",1
L014.S07,Ulpan Hebrew,אוּלפָּן,אוּלְפָּן,studio,3
L014.S07,Ulpan Hebrew,אוּלפָּן,אוּלָם,hall,3
L014.S08,"But you, Rinah, speak Shabbat Hebrew.",אֲבָל,אֲבָל,"but, however",0
L014.S08,"But you, Rinah, speak Shabbat Hebrew.",אֲבָל,חֲבָל,pity,1
L014.S08,"But you, Rinah, speak Shabbat Hebrew.",אַת,אַת,you,0
L014.S08,"But you, Rinah, speak Shabbat Hebrew.",אַת,אֶת,[Direct Object Marker],1
L014.S08,"But you, Rinah, speak Shabbat Hebrew.",רִנָה,קָנָה,"bought (3rd, m, s)",2
L014.S08,"But you, Rinah, speak Shabbat Hebrew.",רִנָה,רִיצָה,"running, race, jogging",2
L014.S08,"But you, Rinah, speak Shabbat Hebrew.",מְדַבֶּרֶת,מְחַנֶּכֶת,educator,3
L014.S08,"But you, Rinah, speak Shabbat Hebrew.",מְדַבֶּרֶת,מְפַקֶּדֶת,commander,3
L014.S08,"But you, Rinah, speak Shabbat Hebrew.",עִברִית,עִבְרִית,Hebrew,1
L014.S08,"But you, Rinah, speak Shabbat Hebrew.",עִברִית,אִירִית,Irish / Gaelic (lang.),2
L014.S08,"But you, Rinah, speak Shabbat Hebrew.",שֶׁל,שֶׁל,"of, belonging to, owned by",0
L014.S08,"But you, Rinah, speak Shabbat Hebrew.",שֶׁל,שֶׁף,"chef, chief cook",1
L014.S08,"But you, Rinah, speak Shabbat Hebrew.",שַׁבָּת,שַׁבָּת,"Sabbath, day of rest; Saturday",2
L014.S08,"But you, Rinah, speak Shabbat Hebrew.",שַׁבָּת,בַּת,"daughter, girl",4
L014.S09,I (f) am tired. Do you (m s) want coffee and cake?,אֲנִי,אֲנִי,"I, ego",0
L014.S09,I (f) am tired. Do you (m s) want coffee and cake?,אֲנִי,אִי,island,2
L014.S09,I (f) am tired. Do you (m s) want coffee and cake?,עֲיֵפָה,הֲצָפָה,flooding,3
L014.S09,I (f) am tired. Do you (m s) want coffee and cake?,עֲיֵפָה,חֵיפָה,Haifa,3
L014.S09,I (f) am tired. Do you (m s) want coffee and cake?,אַתָה,אַתָה,you,0
L014.S09,I (f) am tired. Do you (m s) want coffee and cake?,אַתָה,אֲתָר,site,2
L014.S09,I (f) am tired. Do you (m s) want coffee and cake?,רוֹצֶה,רוֹצֶה,"wants (m, s)",0
L014.S09,I (f) am tired. Do you (m s) want coffee and cake?,רוֹצֶה,רוֹאֶה,"sees (m, s)",1
L014.S09,I (f) am tired. Do you (m s) want coffee and cake?,קָפֶה,קָפֶה,coffee,0
L014.S09,I (f) am tired. Do you (m s) want coffee and cake?,קָפֶה,יָפֶה,"beautiful, pleasant, pretty; nice, fine, well",1
L014.S09,I (f) am tired. Do you (m s) want coffee and cake?,וְעוּגָה,סְעוּדָה,"feast, meal, banquet",2
L014.S09,I (f) am tired. Do you (m s) want coffee and cake?,וְעוּגָה,עוּגָה,cake,2
L014.S10,No problem. There is a cafe in the mall.,אֵין,אֵין,there isn't / aren't,0
L014.S10,No problem. There is a cafe in the mall.,אֵין,אֵיך,how?,1
L014.S10,No problem. There is a cafe in the mall.,בְּעָיָה,בְּעָיָה,problem,0
L014.S10,No problem. There is a cafe in the mall.,בְּעָיָה,בְּעִיטָה,"kick; spurning, rejection",2
L014.S10,No problem. There is a cafe in the mall.,יֵשׁ,יֵשׁ,"there is/are/exist; existence, Being, entity",0
L014.S10,No problem. There is a cafe in the mall.,יֵשׁ,אֵשׁ,"fire, flame",1
L014.S10,No problem. There is a cafe in the mall.,בֵּית,בֵּין,"between, among, amid",1
L014.S10,No problem. There is a cafe in the mall.,בֵּית,בֵּן,"son, boy",2
L014.S10,No problem. There is a cafe in the mall.,קָפֶה,קָפֶה,coffee,0
L014.S10,No problem. There is a cafe in the mall.,קָפֶה,יָפֶה,"beautiful, pleasant, pretty; nice, fine, well",1
L014.S10,No problem. There is a cafe in the mall.,בַּקַניוֹן,בְּקַלּוֹת,easily,4
L014.S10,No problem. There is a cafe in the mall.,בַּקַניוֹן,קַנְיוֹן,shopping mall; canyon,4
L015.N15,Fifteenth lesson,שִׁעוּר,שִׁיעוּר,"lesson, class; rate, measure",1
L015.N15,Fifteenth lesson,שִׁעוּר,שָׁבוּר,"broken, fractured; depressed, despondent",2
L015.N15,Fifteenth lesson,חֲמֵשׁ,חָמֵשׁ,five,1
L015.N15,Fifteenth lesson,חֲמֵשׁ,אֵשׁ,"fire, flame",3
L015.N15,Fifteenth lesson,עֶשׂרֵה,עֶזְרָה,"assistance, help",3
L015.N15,Fifteenth lesson,עֶשׂרֵה,עֶשֶׂר,ten,3
L015.S00,At the sea,בַּיָם,בַּיִת,"house, home; stanza (music)",2
L015.S00,At the sea,בַּיָם,בַּלָּם,"defender, back (sports)",2
L015.S01,Where are you coming from?,מֵאַיִן,מֵאַיִן,where from? from what place?,0
L015.S01,Where are you coming from?,מֵאַיִן,יַיִן,wine,3
L015.S01,Where are you coming from?,אַתָה,אַתָה,you,0
L015.S01,Where are you coming from?,אַתָה,אֲתָר,site,2
L015.S01,Where are you coming from?,בָּא,בָּא,"come(s), [came] (m, s, [3rd])",2
L015.S01,Where are you coming from?,בָּא,בּ ב,Bet & Vet,2
L015.S02,I (m) am coming from the beach.,אֲנִי,אֲנִי,"I, ego",0
L015.S02,I (m) am coming from the beach.,אֲנִי,אִי,island,2
L015.S02,I (m) am coming from the beach.,בָּא,בָּא,"come(s), [came] (m, s, [3rd])",2
L015.S02,I (m) am coming from the beach.,בָּא,בּ ב,Bet & Vet,2
L015.S02,I (m) am coming from the beach.,מִחוֹף,חוֹף,"beach, shore",2
L015.S02,I (m) am coming from the beach.,מִחוֹף,מִחוּץ,outside (from),2
L015.S02,I (m) am coming from the beach.,הַיָם,הַאִם,yes-no?,2
L015.S02,I (m) am coming from the beach.,הַיָם,הַיוֹם,today,2
L015.S03,In the morning I swim in the sea.,בַּבּוֹקֶר,בַּצּוֹרֶת,drought,3
L015.S03,In the morning I swim in the sea.,בַּבּוֹקֶר,בּוֹקֶר,"morning, dawn",3
L015.S03,In the morning I swim in the sea.,אֲנִי,אֲנִי,"I, ego",0
L015.S03,In the morning I swim in the sea.,אֲנִי,אִי,island,2
L015.S03,In the morning I swim in the sea.,שׂוֹחֶה,שׂוֹחֶה,"swims (m, s)",0
L015.S03,In the morning I swim in the sea.,שׂוֹחֶה,דּוֹחֶה,"repulsive, repellent",2
L015.S03,In the morning I swim in the sea.,בַּיָם,בַּיִת,"house, home; stanza (music)",2
L015.S03,In the morning I swim in the sea.,בַּיָם,בַּלָּם,"defender, back (sports)",2
L015.S04,Are there hot chicks at the beach?,יֵשׁ,יֵשׁ,"there is/are/exist; existence, Being, entity",0
L015.S04,Are there hot chicks at the beach?,יֵשׁ,אֵשׁ,"fire, flame",1
L015.S04,Are there hot chicks at the beach?,חֲתִיכוֹת,חֲתִיכָה,"piece, chunk, item; gorgeous, pretty woman (coll.)",3
L015.S04,Are there hot chicks at the beach?,חֲתִיכוֹת,חֲדָשׁוֹת,news,4
L015.S04,Are there hot chicks at the beach?,בְּחוֹף,בְּלוֹג,blog,2
L015.S04,Are there hot chicks at the beach?,בְּחוֹף,בְּעוֹד,"concurrently, while; in another (minute, hour, …)",2
L015.S04,Are there hot chicks at the beach?,הַיָם,הַאִם,yes-no?,2
L015.S04,Are there hot chicks at the beach?,הַיָם,הַיוֹם,today,2
L015.S05,"No, in the morning there aren't any hot chicks there.",לֹא,לֹא,"no, not",0
L015.S05,"No, in the morning there aren't any hot chicks there.",לֹא,א,Alef,2
L015.S05,"No, in the morning there aren't any hot chicks there.",בַּבּוֹקֶר,בַּצּוֹרֶת,drought,3
L015.S05,"No, in the morning there aren't any hot chicks there.",בַּבּוֹקֶר,בּוֹקֶר,"morning, dawn",3
L015.S05,"No, in the morning there aren't any hot chicks there.",אֵין,אֵין,there isn't / aren't,0
L015.S05,"No, in the morning there aren't any hot chicks there.",אֵין,אֵיך,how?,1
L015.S05,"No, in the morning there aren't any hot chicks there.",שָׁם,יָם,"sea, ocean",2
L015.S05,"No, in the morning there aren't any hot chicks there.",שָׁם,שֵׁם,(first) name,2
L015.S05,"No, in the morning there aren't any hot chicks there.",חֲתִיכוֹת,חֲתִיכָה,"piece, chunk, item; gorgeous, pretty woman (coll.)",3
L015.S05,"No, in the morning there aren't any hot chicks there.",חֲתִיכוֹת,חֲדָשׁוֹת,news,4
L015.S06,No? So why do you go to the sea in the morning?,לֹא,לֹא,"no, not",0
L015.S06,No? So why do you go to the sea in the morning?,לֹא,א,Alef,2
L015.S06,No? So why do you go to the sea in the morning?,אָז,אַז,"then, next, at that time; so, thus, therefore; so (anyway)",1
L015.S06,No? So why do you go to the sea in the morning?,אָז,אָח,"brother, fellow; male nurse",1
L015.S06,No? So why do you go to the sea in the morning?,לָמָה,לָמָה,why?,0
L015.S06,No? So why do you go to the sea in the morning?,לָמָה,רָמָה,"level, standard; hilly region, highlands; barometric high",1
L015.S06,No? So why do you go to the sea in the morning?,אַתָה,אַתָה,you,0
L015.S06,No? So why do you go to the sea in the morning?,אַתָה,אֲתָר,site,2
L015.S06,No? So why do you go to the sea in the morning?,בַּיָם,בַּיִת,"house, home; stanza (music)",2
L015.S06,No? So why do you go to the sea in the morning?,בַּיָם,בַּלָּם,"defender, back (sports)",2
L015.S06,No? So why do you go to the sea in the morning?,בַּבּוֹקֶר,בַּצּוֹרֶת,drought,3
L015.S06,No? So why do you go to the sea in the morning?,בַּבּוֹקֶר,בּוֹקֶר,"morning, dawn",3
L016.N16,Sixteenth lesson,שִׁעוּר,שִׁיעוּר,"lesson, class; rate, measure",1
L016.N16,Sixteenth lesson,שִׁעוּר,שָׁבוּר,"broken, fractured; depressed, despondent",2
L016.N16,Sixteenth lesson,שֵׁשׁ,אֵשׁ,"fire, flame",2
L016.N16,Sixteenth lesson,שֵׁשׁ,יֵשׁ,"there is/are/exist; existence, Being, entity",2
L016.N16,Sixteenth lesson,עֶשׂרֵה,עֶזְרָה,"assistance, help",3
L016.N16,Sixteenth lesson,עֶשׂרֵה,עֶשֶׂר,ten,3
L016.S00,Bar Mitzvah,בַּר,בָּר,bar,2
L016.S00,Bar Mitzvah,בַּר,בּ ב,Bet & Vet,2
L016.S00,Bar Mitzvah,מִצוָה,מִצְווָה,commandment,2
L016.S00,Bar Mitzvah,מִצוָה,חִידָה,"riddle, puzzle",3
L016.S01,What's new?,מַה,מַה,"what? how much, why, how",0
L016.S01,What's new?,מַה,מַס,"tax, fee",1
L016.S01,What's new?,חָדָשׁ,חָדָשׁ,"new, current, recent[ly made]",0
L016.S01,What's new?,חָדָשׁ,חָמֵשׁ,five,2
L016.S02,It's my son Nethanel's Bar Mitzvah soon. I'm on a diet.,בְּקָרוֹב,בְּקָרוֹב,"soon, shortly; trailer (movie)",0
L016.S02,It's my son Nethanel's Bar Mitzvah soon. I'm on a diet.,בְּקָרוֹב,קָרוֹב,"close, near, [up]coming",3
L016.S02,It's my son Nethanel's Bar Mitzvah soon. I'm on a diet.,בַּר,בַּת,"daughter, girl",1
L016.S02,It's my son Nethanel's Bar Mitzvah soon. I'm on a diet.,בַּר,בָּר,bar,1
L016.S02,It's my son Nethanel's Bar Mitzvah soon. I'm on a diet.,מִצוָה,מִצְווָה,commandment,2
L016.S02,It's my son Nethanel's Bar Mitzvah soon. I'm on a diet.,מִצוָה,חִידָה,"riddle, puzzle",3
